,influencer,title,author_x,subtitle,id_code,identifier_type,author_y,title_en,title_pt,isbn_pt,img_amz
701,Jordan Peterson,Mephistopheles,Jeffrey Burton Russell,The Devil in the Modern World,801497183,ISBN,Jeffrey Burton Russell,Mephistopheles,,,"https://images-na.ssl-images-amazon.com/images/I/512P7Kum98L._SX331_BO1,204,203,200_.jpg"
702,Jordan Peterson,The Rise and Fall of the Third Reich,William L. Shirer,A History of Nazi Germany,1451651686,ISBN,William L. Shirer,The Rise and Fall of the Third Reich,Ascensão e queda do terceiro reich,8520941559,"https://images-na.ssl-images-amazon.com/images/I/51YJJcFgLUL._SX321_BO1,204,203,200_.jpg"
703,Jordan Peterson,The Denial of Death,Ernest Becker,,684832402,ISBN,Ernest Becker,The Denial of Death,A negação da morte,8501034177,"https://images-na.ssl-images-amazon.com/images/I/51UVOgpeh2L._SX324_BO1,204,203,200_.jpg"
704,Eric Weinstein,The Denial of Death,Ernest Becker,,684832402,ISBN,Ernest Becker,The Denial of Death,A negação da morte,8501034177,"https://images-na.ssl-images-amazon.com/images/I/51UVOgpeh2L._SX324_BO1,204,203,200_.jpg"
705,Jordan Peterson,The Crisis of Islam,Bernard Lewis,Holy War and Unholy Terror,812967852,ISBN,Bernard Lewis,The Crisis of Islam,A crise do Islã,8571108048,"https://images-na.ssl-images-amazon.com/images/I/51t8JdAn6ZL._SX332_BO1,204,203,200_.jpg"
706,Jordan Peterson,The Anti-Christ,Friedrich Nietzsche,,1936594269,ISBN,Friedrich Nietzsche,The Anti-Christ,O anticristo,8572328696,"https://images-na.ssl-images-amazon.com/images/I/51ZtyKrN2HL._SX319_BO1,204,203,200_.jpg"
707,Jordan Peterson,Brave New World,Aldous Huxley,,60850523,ISBN,Aldous Huxley,Brave New World,Admirável mundo novo,8525056006,https://images-na.ssl-images-amazon.com/images/I/61hOp6UFvCL.jpg
708,Yuval Noah Harari,Brave New World,Aldous Huxley,,60850523,ISBN,Aldous Huxley,Brave New World,Admirável mundo novo,8525056006,https://images-na.ssl-images-amazon.com/images/I/61hOp6UFvCL.jpg
709,Jordan Peterson,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,An Inquiry Into Values,60839872,ISBN,Robert M. Pirsig,Zen and the Art of Motorcycle Maintenance,Zen e a Arte da Manutenção de Motocicletas,8546900086,"https://images-na.ssl-images-amazon.com/images/I/31fm95Ic01L._SX329_BO1,204,203,200_.jpg"
710,Jordan Peterson,The Gay Science,Friedrich Nietzsche,With a Prelude in Rhymes and an Appendix of Songs,394719859,ISBN,Friedrich Nietzsche,The Gay Science,A gaia ciência,8535920668,"https://images-na.ssl-images-amazon.com/images/I/41jZSBoscHL._SX348_BO1,204,203,200_.jpg"
711,Jordan Peterson,The Great Code,Northrop Frye,The Bible and Literature,156027801,ISBN,Northrop Frye,The Great Code,O Grande Código,6588732015,https://images-na.ssl-images-amazon.com/images/I/71123gYSX-L.jpg
712,Jordan Peterson,The Electric Kool-Aid Acid Test,Tom Wolfe,,031242759X,ISBN,Tom Wolfe,The Electric Kool-Aid Acid Test,A fogueira das vaidades,853253130X,"https://images-na.ssl-images-amazon.com/images/I/41q5895LI1L._SX346_BO1,204,203,200_.jpg"
713,Jordan Peterson,East of Eden,John Steinbeck,,140186395,ISBN,John Steinbeck,East of Eden,A leste do Éden,8501073490,https://m.media-amazon.com/images/P/B01ACEFF1M.01._SCLZZZZZZZ_SX500_.jpg
714,Oprah Winfrey,East of Eden,John Steinbeck,,140186395,ISBN,John Steinbeck,East of Eden,A leste do Éden,8501073490,https://m.media-amazon.com/images/P/B01ACEFF1M.01._SCLZZZZZZZ_SX500_.jpg
715,Emma Watson,East of Eden,John Steinbeck,,140186395,ISBN,John Steinbeck,East of Eden,A leste do Éden,8501073490,https://m.media-amazon.com/images/P/B01ACEFF1M.01._SCLZZZZZZZ_SX500_.jpg
718,Jordan Peterson,Two Essays on Analytical Psychology,Carl Jung,,691017824,ISBN,Carl Jung,Two Essays on Analytical Psychology,Dois Escritos Sobre Psicologia Analítica,8532604706,https://images-na.ssl-images-amazon.com/images/I/51CQe2Oxa+L.jpg
719,Jordan Peterson,To Kill a Mockingbird,Harper Lee,,60935464,ISBN,Harper Lee,To Kill a Mockingbird,O sol é para todos,8503009498,"https://images-na.ssl-images-amazon.com/images/I/51wdOrz6uNL._SX340_BO1,204,203,200_.jpg"
720,Oprah Winfrey,To Kill a Mockingbird,Harper Lee,,60935464,ISBN,Harper Lee,To Kill a Mockingbird,O sol é para todos,8503009498,"https://images-na.ssl-images-amazon.com/images/I/51wdOrz6uNL._SX340_BO1,204,203,200_.jpg"
721,Taylor Swift,To Kill a Mockingbird,Harper Lee,,60935464,ISBN,Harper Lee,To Kill a Mockingbird,O sol é para todos,8503009498,"https://images-na.ssl-images-amazon.com/images/I/51wdOrz6uNL._SX340_BO1,204,203,200_.jpg"
722,Jordan Peterson,Modern Man In Search of a Soul,Carl Jung,,156612062,ISBN,Carl Jung,Modern Man In Search of a Soul,,,"https://images-na.ssl-images-amazon.com/images/I/51MLbEgIWnL._SX331_BO1,204,203,200_.jpg"
723,Jordan Peterson,The Old Man and the Sea,Ernest Hemingway,,1781396809,ISBN,Ernest Hemingway,The Old Man and the Sea,O velho e o mar,852861798X,"https://images-na.ssl-images-amazon.com/images/I/419Jl7oflOL._SX334_BO1,204,203,200_.jpg"
724,PewDiePie,The Old Man and the Sea,Ernest Hemingway,,1781396809,ISBN,Ernest Hemingway,The Old Man and the Sea,O velho e o mar,852861798X,"https://images-na.ssl-images-amazon.com/images/I/419Jl7oflOL._SX334_BO1,204,203,200_.jpg"
725,Jack Dorsey,The Old Man and the Sea,Ernest Hemingway,,1781396809,ISBN,Ernest Hemingway,The Old Man and the Sea,O velho e o mar,852861798X,"https://images-na.ssl-images-amazon.com/images/I/419Jl7oflOL._SX334_BO1,204,203,200_.jpg"
726,Jordan Peterson,Stalin,Edvard Radzinsky,The First In-depth Biography Based on Explosive New Documents from Russia's Secret Archives,385479549,ISBN,Edvard Radzinsky,Stalin,,,https://m.media-amazon.com/images/I/51YzMOFF+5L._SY346_.jpg
727,Jordan Peterson,The Road to Wigan Pier,George Orwell,,156767503,ISBN,George Orwell,The Road to Wigan Pier,,,https://m.media-amazon.com/images/I/41FPwt0zylL._SY346_.jpg
728,Jordan Peterson,The Symbolic Life,Carl Jung,,691098921,ISBN,Carl Jung,The Symbolic Life,A Vida simbólica,853261941X,https://m.media-amazon.com/images/P/B07FG9LG2C.01._SCLZZZZZZZ_SX500_.jpg
729,Jordan Peterson,The Stone Angel,Margaret Laurence,,226469360,ISBN,Margaret Laurence,The Stone Angel,,,https://m.media-amazon.com/images/I/51O0vGvSy1L._SY346_.jpg
730,Jordan Peterson,The Emotional Brain,Joseph Ledoux,The Mysterious Underpinnings of Emotional Life,684836599,ISBN,Joseph Ledoux,The Emotional Brain,O cérebro emocional,8573021853,https://m.media-amazon.com/images/I/51NvfjWHZCL._SY346_.jpg
731,Jordan Peterson,On Becoming a Person,Carl Rogers,A Therapist's View of Psychotherapy,039575531X,ISBN,Carl Rogers,On Becoming a Person,Tornar-se pessoa,9788578270858,"https://images-na.ssl-images-amazon.com/images/I/41pcHv6y8QL._SX330_BO1,204,203,200_.jpg"
732,Jordan Peterson,Tolstoy,Henri Troyat,,385058322,ISBN,Henri Troyat,Tolstoy,,,"https://images-na.ssl-images-amazon.com/images/I/51Eus8ITPpL._SX312_BO1,204,203,200_.jpg"
733,Jordan Peterson,The Moral Judgment of the Child,Jean Piaget,,684833301,ISBN,Jean Piaget,The Moral Judgment of the Child,O juízo moral na criança,8532304575,https://images-na.ssl-images-amazon.com/images/I/911wDRh9C0L.jpg
734,Jordan Peterson,The Master and Margarita,Mikhail Bulgakov,,679760806,ISBN,Mikhail Bulgakov,The Master and Margarita,O mestre e Margarida,8579620015,https://images-na.ssl-images-amazon.com/images/I/9105K8tOEhL.jpg
735,Peter Thiel,The Master and Margarita,Mikhail Bulgakov,,679760806,ISBN,Mikhail Bulgakov,The Master and Margarita,O mestre e Margarida,8579620015,https://images-na.ssl-images-amazon.com/images/I/9105K8tOEhL.jpg
736,PewDiePie,The Master and Margarita,Mikhail Bulgakov,,679760806,ISBN,Mikhail Bulgakov,The Master and Margarita,O mestre e Margarida,8579620015,https://images-na.ssl-images-amazon.com/images/I/9105K8tOEhL.jpg
737,Jack Dorsey,The Master and Margarita,Mikhail Bulgakov,,679760806,ISBN,Mikhail Bulgakov,The Master and Margarita,O mestre e Margarida,8579620015,https://images-na.ssl-images-amazon.com/images/I/9105K8tOEhL.jpg
738,Jordan Peterson,Answer to Job,Carl Jung,,691150478,ISBN,Carl Jung,Answer to Job,,,"https://images-na.ssl-images-amazon.com/images/I/41bdzAahMcL._SX324_BO1,204,203,200_.jpg"
739,Jordan Peterson,How to Spend $75 Billion to Make the World a Better Place,BjÃ¸rn Lomborg,,1940003032,ISBN,Bjorn Lomborg,How to Spend $75 Billion to Make the World a Better Place,,,https://m.media-amazon.com/images/I/41mE7ypvMXL._SY346_.jpg
740,Jordan Peterson,The Interpretation of Dreams,Sigmund Freud,The Complete and Definitive Text,465019773,ISBN,Sigmund Freud,The Interpretation of Dreams,A interpretação dos sonhos,8535932216,"https://images-na.ssl-images-amazon.com/images/I/31VmdJxccwL._SX307_BO1,204,203,200_.jpg"
741,Jordan Peterson,Beyond Good & Evil,Friedrich Nietzsche,Prelude to a Philosophy of the Future,679724656,ISBN,Friedrich Nietzsche,Beyond Good & Evil,Além do bem e do mal,857232948X,"https://images-na.ssl-images-amazon.com/images/I/41CJEiA9nTL._SX317_BO1,204,203,200_.jpg"
742,Jordan Peterson,Shamanism,Mircea Eliade,Archaic Techniques of Ecstasy,691119422,ISBN,Mircea Eliade,Shamanism,,,https://images-na.ssl-images-amazon.com/images/I/81MPwK-fNxL.jpg
743,Jordan Peterson,Of Mice and Men,John Steinbeck,,140177396,ISBN,John Steinbeck,Of Mice and Men,Ratos e homens,852541378X,https://images-na.ssl-images-amazon.com/images/I/41r+Y+z3FTL.jpg
744,Jordan Peterson,The Mystery of Capital,Hernando De Soto,Why Capitalism Triumphs in the West and Fails Everywhere Else,465016154,ISBN,Hernando De Soto,The Mystery of Capital,O Mistério Do Capital,8501061085,"https://images-na.ssl-images-amazon.com/images/I/51WwcNlcS+L._SX345_BO1,204,203,200_.jpg"
745,Jordan Peterson,Animal Farm,George Orwell,,451526341,ISBN,George Orwell,Animal Farm,A Revolução dos Bichos,6587034101,https://m.media-amazon.com/images/I/41IgbqeJpIL.jpg
746,Jordan Peterson,1984,George Orwell,,451524934,ISBN,George Orwell,1984,,,https://m.media-amazon.com/images/I/61Xdf3z7OpL._SY346_.jpg
747,Noam Chomsky,1984,George Orwell,,451524934,ISBN,George Orwell,1984,,,https://m.media-amazon.com/images/I/61Xdf3z7OpL._SY346_.jpg
748,Richard Branson,1984,George Orwell,,451524934,ISBN,George Orwell,1984,,,https://m.media-amazon.com/images/I/61Xdf3z7OpL._SY346_.jpg
749,Jordan Peterson,The Red and the Black,Stendhal,,140447644,ISBN,Stendhal,The Red and the Black,O vermelho e o negro,8582850727,"https://images-na.ssl-images-amazon.com/images/I/41Ih4bfRMYL._SX320_BO1,204,203,200_.jpg"
750,Jordan Peterson,Notes from Underground,Fyodor Dostoyevsky,,067973452X,ISBN,Fyodor Dostoyevsky,Notes from Underground,Memorias do Subsolo,8573261854,https://m.media-amazon.com/images/I/519FqX1sfPL._SY346_.jpg
751,Jordan Peterson,Island,Aldous Huxley,,61561797,ISBN,Aldous Huxley,Island,A Ilha,8525058866,https://images-na.ssl-images-amazon.com/images/I/81qzGv+vlqL.jpg
752,Jordan Peterson,The World's Religions,Huston Smith,,61660183,ISBN,Huston Smith,The World's Religions,As Religiões do Mundo,853160687X,https://images-na.ssl-images-amazon.com/images/I/81IZKPSsKCL.jpg
753,Jordan Peterson,The House of God,Samuel Shem,,425238091,ISBN,Samuel Shem,The House of God,,,https://m.media-amazon.com/images/I/41WE9SsnAYL.jpg
754,Jordan Peterson,The Horse's Mouth,Joyce Cary,,1910670227,ISBN,Joyce Cary,The Horse's Mouth,,,https://images-na.ssl-images-amazon.com/images/I/41vRouuwpkL.jpg
755,Jordan Peterson,The Bible,-,"Designed to be Read as Living Literature, the Old and the New Testaments in the King James Version",671879596,ISBN,-,The Bible,Bíblia Sagrada,,https://m.media-amazon.com/images/I/511up5B+poL.jpg
756,Jordan Peterson,The Brothers Karamazov,Fyodor Dostoyevsky,,140449248,ISBN,Fyodor Dostoyevsky,The Brothers Karamazov,Os Irmãos Karamazov,8572329412,https://m.media-amazon.com/images/I/41ZSOH3MbEL.jpg
757,Hillary Clinton,The Brothers Karamazov,Fyodor Dostoyevsky,,140449248,ISBN,Fyodor Dostoyevsky,The Brothers Karamazov,Os Irmãos Karamazov,8572329412,https://m.media-amazon.com/images/I/41ZSOH3MbEL.jpg
